family,category_id,baseline_rank,rank_p025,rank_median,rank_p975,top20_fraction
emerging,N0352,28.0,28.0,29.0,34.0,0.0
emerging,N0353,164.0,155.0,164.0,172.0,0.0
emerging,N0354,31.0,29.0,32.0,40.0,0.0
emerging,N0355,153.0,148.0,153.0,160.0,0.0
emerging,N0356,30.0,28.0,30.0,34.0,0.0
emerging,N0357,462.0,460.0,462.0,462.0,0.0
emerging,N0358,8.0,8.0,9.0,10.0,1.0
emerging,N0359,447.0,444.0,447.0,448.0,0.0
emerging,N0360,100.0,91.0,100.0,107.0,0.0
emerging,N0361,156.0,148.0,157.0,173.0,0.0
emerging,N0362,151.0,147.0,150.0,152.0,0.0
emerging,N0363,104.0,97.0,104.0,108.0,0.0
emerging,N0364,450.0,448.0,450.0,451.0,0.0
emerging,N0365,404.0,398.0,404.0,408.0,0.0
emerging,N0366,325.0,317.0,325.0,331.0,0.0
emerging,N0367,331.0,323.0,331.0,344.0,0.0
emerging,N0368,126.0,120.0,126.0,131.52499999999986,0.0
emerging,N0369,34.0,29.0,34.0,41.0,0.0
emerging,N0370,219.0,215.0,219.0,225.0,0.0
emerging,N0371,311.0,305.0,310.0,315.0,0.0
emerging,N0372,466.0,463.0,466.0,471.0,0.0
emerging,N0373,69.0,68.0,69.0,72.0,0.0
emerging,N0374,86.0,84.0,88.0,94.0,0.0
emerging,N0375,77.0,72.0,77.0,80.0,0.0
emerging,N0376,188.0,184.0,187.0,191.0,0.0
emerging,N0377,212.0,201.0,211.0,216.0,0.0
emerging,N0378,461.0,459.0,461.0,462.0,0.0
emerging,N0379,14.0,12.0,14.0,17.0,1.0
emerging,N0380,259.0,255.0,261.0,272.0,0.0
emerging,N0381,13.0,12.0,13.0,14.0,1.0
emerging,N0382,350.0,348.0,351.0,355.0,0.0
emerging,N0383,134.0,118.0,135.0,146.0,0.0
emerging,N0384,240.0,236.0,240.0,249.0,0.0
emerging,N0385,48.0,40.0,47.0,54.0,0.0
emerging,N0386,323.0,320.0,324.0,327.0,0.0
emerging,N0387,455.0,454.0,455.0,456.0,0.0
emerging,N0388,6.0,6.0,6.0,6.0,1.0
emerging,N0389,184.0,179.0,184.0,191.0,0.0
emerging,N0390,244.0,236.0,243.0,250.0,0.0
emerging,N0391,224.0,220.0,224.0,226.0,0.0
emerging,N0392,376.0,371.0,376.0,379.0,0.0
emerging,N0393,192.0,184.475,192.0,203.0,0.0
emerging,N0394,165.0,157.0,165.0,176.0,0.0
emerging,N0395,8.0,8.0,8.0,9.0,1.0
emerging,N0396,56.0,49.0,56.0,57.0,0.0
emerging,N0397,314.0,309.0,313.0,316.0,0.0
emerging,N0398,266.0,257.0,264.0,275.0,0.0
emerging,N0399,129.0,126.0,129.0,133.0,0.0
emerging,N0400,492.0,492.0,492.0,492.0,0.0
emerging,N0401,193.0,188.0,193.0,197.0,0.0
emerging,N0402,432.0,431.0,433.0,439.0,0.0
emerging,N0403,272.0,267.0,273.0,277.0,0.0
emerging,N0404,58.0,57.475,58.0,61.0,0.0
emerging,N0405,429.0,426.0,429.0,433.0,0.0
emerging,N0406,343.0,334.0,342.0,346.52499999999986,0.0
emerging,N0407,196.0,182.0,195.0,209.0,0.0
emerging,N0408,43.0,33.0,42.0,50.0,0.0
emerging,N0409,18.0,15.0,18.0,20.0,0.9866666666666667
emerging,N0410,59.0,58.0,60.0,63.0,0.0
emerging,N0411,324.0,318.475,324.0,328.0,0.0
emerging,N0412,99.0,91.0,98.0,104.0,0.0
emerging,N0413,374.0,365.0,372.0,376.0,0.0
emerging,N0414,292.0,285.0,290.0,294.0,0.0
emerging,N0415,243.0,231.0,243.0,261.0,0.0
emerging,N0416,223.0,219.0,222.0,224.0,0.0
emerging,N0417,296.0,292.0,296.0,300.0,0.0
emerging,N0418,190.0,175.0,190.0,205.0,0.0
emerging,N0419,426.0,422.0,426.0,432.0,0.0
emerging,N0420,246.0,235.0,247.0,255.0,0.0
emerging,N0421,457.0,456.0,457.0,459.0,0.0
emerging,N0422,355.0,350.0,355.0,357.0,0.0
emerging,N0423,307.0,300.0,309.0,318.0,0.0
emerging,N0424,105.0,91.0,105.0,115.0,0.0
emerging,N0425,436.0,433.0,437.0,440.0,0.0
emerging,N0426,408.0,399.0,408.0,414.0,0.0
emerging,N0427,95.0,85.0,96.0,104.0,0.0
emerging,N0428,68.0,65.0,69.0,77.0,0.0
emerging,N0429,339.0,333.0,338.0,342.0,0.0
emerging,N0430,452.0,449.0,452.0,453.0,0.0
emerging,N0431,435.0,434.0,435.0,437.0,0.0
emerging,N0432,22.0,20.0,22.0,22.524999999999864,0.04933333333333333
emerging,N0433,138.0,123.0,138.0,148.0,0.0
emerging,N0434,204.0,195.0,204.0,210.52499999999986,0.0
emerging,N0435,258.0,245.0,258.0,275.0,0.0
emerging,N0436,206.0,202.0,207.0,211.0,0.0
emerging,N0437,445.0,443.0,445.0,447.0,0.0
emerging,N0438,285.0,281.0,284.0,287.0,0.0
emerging,N0439,142.0,135.475,142.0,147.0,0.0
emerging,N0440,347.0,337.0,348.0,357.0,0.0
emerging,N0441,493.0,493.0,493.0,493.0,0.0
emerging,N0442,170.0,166.0,171.0,177.0,0.0
emerging,N0443,52.0,49.0,52.0,55.0,0.0
emerging,N0444,425.0,424.0,425.0,426.0,0.0
emerging,N0445,241.0,239.0,242.0,247.0,0.0
emerging,N0446,15.0,13.0,15.0,17.0,1.0
emerging,N0447,139.0,134.0,138.0,143.0,0.0
emerging,N0448,351.0,338.0,351.0,361.0,0.0
emerging,N0449,255.0,252.0,255.0,259.0,0.0
emerging,N0450,393.0,386.0,394.0,403.0,0.0
emerging,N0451,61.0,58.0,62.0,64.0,0.0
emerging,N0452,146.0,142.0,146.0,150.0,0.0
emerging,N0453,90.0,86.0,91.0,96.0,0.0
emerging,N0454,236.0,224.0,236.0,258.0,0.0
emerging,N0455,328.0,320.0,329.0,340.52499999999986,0.0
emerging,N0456,119.0,115.0,121.0,127.0,0.0
emerging,N0457,112.0,107.0,112.0,116.0,0.0
emerging,N0458,5.0,4.0,5.0,5.0,1.0
emerging,N0459,53.0,48.0,53.0,57.0,0.0
emerging,N0460,85.0,80.0,86.0,99.0,0.0
emerging,N0461,115.0,107.0,114.0,119.0,0.0
emerging,N0462,92.0,85.0,91.0,98.0,0.0
emerging,N0463,247.0,237.0,247.0,252.0,0.0
emerging,N0464,149.0,142.0,149.0,155.0,0.0
emerging,N0465,273.0,261.0,273.0,281.0,0.0
emerging,N0466,342.0,338.0,342.0,345.0,0.0
emerging,N0467,217.0,207.0,218.0,228.0,0.0
emerging,N0468,231.0,230.0,232.0,235.0,0.0
emerging,N0469,184.0,181.0,184.0,188.0,0.0
emerging,N0470,42.0,37.0,41.0,46.524999999999864,0.0
emerging,N0471,165.0,154.0,165.0,175.52499999999986,0.0
emerging,N0472,32.0,29.0,33.0,38.0,0.0
emerging,N0473,55.0,49.0,55.0,57.0,0.0
emerging,N0474,78.0,72.0,77.0,81.0,0.0
emerging,N0475,430.0,428.0,430.0,434.0,0.0
emerging,N0476,73.0,69.0,73.0,75.0,0.0
emerging,N0477,74.0,71.0,75.0,78.0,0.0
emerging,N0478,446.0,441.0,446.0,448.0,0.0
emerging,N0479,57.0,54.0,57.0,59.0,0.0
emerging,N0480,453.0,452.0,453.0,455.0,0.0
emerging,N0481,265.0,253.0,264.0,278.0,0.0
emerging,N0482,132.0,122.0,131.0,138.0,0.0
emerging,N0483,366.0,361.0,366.0,373.0,0.0
emerging,N0484,335.0,327.0,335.0,347.0,0.0
emerging,N0485,144.0,133.475,144.0,151.0,0.0
emerging,N0486,327.0,323.0,326.0,328.0,0.0
emerging,N0487,230.0,223.0,231.0,242.0,0.0
emerging,N0488,252.0,247.0,250.0,254.0,0.0
emerging,N0489,211.0,204.0,210.0,214.0,0.0
emerging,N0490,412.0,412.0,412.0,415.0,0.0
emerging,N0491,356.0,351.0,355.0,360.0,0.0
emerging,N0492,39.0,33.0,38.0,43.0,0.0
emerging,N0493,33.0,30.0,34.0,39.0,0.0
emerging,N0494,110.0,109.0,110.0,113.0,0.0
emerging,N0495,460.0,457.0,460.0,463.0,0.0
emerging,N0496,38.0,32.0,39.0,48.0,0.0
emerging,N0497,67.0,64.0,67.0,69.0,0.0
emerging,N0498,371.0,362.0,372.0,378.0,0.0
emerging,N0499,262.0,258.0,263.0,271.0,0.0
emerging,N0500,465.0,465.0,465.0,468.0,0.0
potential,N0001,103.0,88.475,103.0,120.0,0.0
potential,N0002,62.0,41.0,62.0,81.0,0.0
potential,N0003,469.0,323.0,462.0,477.0,0.0
potential,N0004,235.0,228.0,232.0,306.0,0.0
potential,N0005,183.0,156.0,183.0,209.0,0.0
potential,N0006,258.0,243.0,258.0,305.52499999999986,0.0
potential,N0007,264.0,238.0,264.0,376.0,0.0
potential,N0008,11.0,10.0,11.0,12.0,1.0
potential,N0009,496.0,331.0,492.0,496.0,0.0
potential,N0010,87.0,77.0,87.0,101.0,0.0
potential,N0011,139.0,124.0,139.0,166.5749999999996,0.0
potential,N0012,241.0,230.0,241.0,349.0,0.0
potential,N0013,268.0,241.0,268.0,419.0,0.0
potential,N0014,183.0,156.0,183.0,209.0,0.0
potential,N0015,143.0,142.0,143.0,145.0,0.0
potential,N0016,57.0,50.0,57.0,71.0,0.0
potential,N0017,26.0,23.0,26.0,31.0,0.0
potential,N0018,213.0,212.0,213.0,219.0,0.0
potential,N0019,278.0,246.0,280.5,420.0,0.0
potential,N0020,203.0,200.0,203.0,205.0,0.0
potential,N0021,260.0,236.0,260.0,377.0,0.0
potential,N0022,85.0,76.0,85.0,97.0,0.0
potential,N0023,485.0,315.0,485.0,494.0,0.0
potential,N0024,70.0,48.0,70.0,90.0,0.0
potential,N0025,83.0,76.0,83.0,92.0,0.0
potential,N0026,309.0,250.0,308.0,441.0,0.0
potential,N0027,37.0,34.0,35.0,37.0,0.0
potential,N0028,21.0,19.0,21.0,23.0,0.2793333333333333
potential,N0029,89.0,83.0,89.0,97.0,0.0
potential,N0030,97.0,94.0,97.0,104.0,0.0
potential,N0031,64.0,62.0,65.0,72.0,0.0
potential,N0032,24.0,23.0,24.0,26.0,0.0
potential,N0033,106.0,89.0,106.0,118.0,0.0
potential,N0034,4.0,3.0,4.0,5.0,1.0
potential,N0035,191.0,176.0,190.0,191.0,0.0
potential,N0036,319.0,257.0,319.0,430.0,0.0
potential,N0037,82.0,60.0,81.0,96.0,0.0
potential,N0038,197.0,163.0,197.0,223.0,0.0
potential,N0039,145.0,134.0,145.0,158.0,0.0
potential,N0040,397.0,326.0,397.0,493.0,0.0
potential,N0041,351.0,295.0,351.0,483.0,0.0
potential,N0042,241.0,230.0,241.0,349.0,0.0
potential,N0043,236.0,231.0,236.0,284.0,0.0
potential,N0044,60.0,54.0,58.0,65.0,0.0
potential,N0045,157.0,151.0,157.0,191.0,0.0
potential,N0046,170.0,159.0,170.0,179.0,0.0
potential,N0047,12.0,11.0,12.0,14.0,1.0
potential,N0048,485.0,315.0,485.0,494.0,0.0
potential,N0049,319.0,257.0,319.0,430.0,0.0
potential,N0050,319.0,287.0,328.0,443.0,0.0
potential,N0051,469.0,323.0,462.0,477.0,0.0
potential,N0052,250.0,237.0,250.0,374.0,0.0
potential,N0053,23.0,22.0,24.0,28.524999999999864,0.0013333333333333333
potential,N0054,90.0,87.0,90.0,97.0,0.0
potential,N0055,309.0,250.0,308.0,441.0,0.0
potential,N0056,229.0,225.0,229.5,317.0,0.0
potential,N0057,115.0,100.0,115.0,130.0,0.0
potential,N0058,485.0,315.0,485.0,494.0,0.0
potential,N0059,319.0,257.0,319.0,430.0,0.0
potential,N0060,123.0,116.0,122.0,126.0,0.0
potential,N0061,2.0,2.0,2.0,3.0,1.0
potential,N0062,439.0,376.0,434.0,459.0,0.0
potential,N0063,228.0,227.0,230.0,269.0,0.0
potential,N0064,269.0,248.0,271.0,401.0,0.0
potential,N0065,116.0,113.0,115.0,117.0,0.0
potential,N0066,423.0,356.0,423.0,476.0,0.0
potential,N0067,496.0,331.0,492.0,496.0,0.0
potential,N0068,412.0,336.0,397.0,428.0,0.0
potential,N0069,223.0,221.0,223.0,260.0,0.0
potential,N0070,142.0,122.0,142.0,159.0,0.0
potential,N0071,340.0,272.0,340.0,447.0,0.0
potential,N0072,319.0,257.0,319.0,430.0,0.0
potential,N0073,250.0,237.0,250.0,374.0,0.0
potential,N0074,34.0,25.0,34.0,40.0,0.0
potential,N0075,210.0,209.0,211.0,215.0,0.0
potential,N0076,22.0,22.0,22.0,27.0,0.0
potential,N0077,76.0,57.0,75.0,84.0,0.0
potential,N0078,423.0,344.0,423.0,488.0,0.0
potential,N0079,281.0,246.0,280.0,411.0,0.0
potential,N0080,370.0,290.0,370.0,470.0,0.0
potential,N0081,182.0,164.0,182.0,185.0,0.0
potential,N0082,336.0,291.0,336.0,475.0,0.0
potential,N0083,355.0,308.0,355.0,451.0,0.0
potential,N0084,370.0,331.0,383.0,452.0,0.0
potential,N0085,241.0,230.0,241.0,349.0,0.0
potential,N0086,163.0,157.0,163.5,167.0,0.0
potential,N0087,95.0,83.0,95.0,102.0,0.0
potential,N0088,189.0,183.0,189.0,195.0,0.0
potential,N0089,485.0,315.0,485.0,494.0,0.0
potential,N0090,203.0,200.0,203.0,205.0,0.0
potential,N0091,319.0,257.0,319.0,430.0,0.0
potential,N0092,159.0,146.0,159.0,165.0,0.0
potential,N0093,340.0,272.0,340.0,447.0,0.0
potential,N0094,319.0,287.0,328.0,443.0,0.0
potential,N0095,402.0,364.0,402.0,425.0,0.0
potential,N0096,220.0,195.0,220.0,221.0,0.0
potential,N0097,336.0,291.0,336.0,475.0,0.0
potential,N0098,229.0,225.0,229.5,317.0,0.0
potential,N0099,154.0,152.0,154.0,182.0,0.0
potential,N0100,229.0,225.0,229.5,317.0,0.0
potential,N0101,315.0,282.0,314.0,455.0,0.0
potential,N0102,275.0,245.0,276.0,419.0,0.0
potential,N0103,40.0,39.0,40.0,42.0,0.0
potential,N0104,250.0,237.0,250.0,374.0,0.0
potential,N0105,99.0,94.0,100.0,108.0,0.0
potential,N0106,146.0,144.0,146.0,161.0,0.0
potential,N0107,370.0,321.0,393.0,489.0,0.0
potential,N0108,340.0,272.0,340.0,447.0,0.0
potential,N0109,130.0,126.0,131.0,134.0,0.0
potential,N0110,186.0,180.0,186.0,191.0,0.0
potential,N0111,53.0,49.0,53.0,69.0,0.0
potential,N0112,370.0,331.0,383.0,452.0,0.0
potential,N0113,99.0,91.0,100.0,106.0,0.0
potential,N0114,412.0,336.0,397.0,428.0,0.0
potential,N0115,159.0,146.0,159.0,165.0,0.0
potential,N0116,120.0,111.0,120.0,133.0,0.0
potential,N0117,477.0,347.0,463.0,484.0,0.0
potential,N0118,355.0,308.0,355.0,451.0,0.0
potential,N0119,149.0,137.0,149.0,160.0,0.0
potential,N0120,412.0,336.0,397.0,428.0,0.0
potential,N0121,55.0,45.0,55.0,71.0,0.0
potential,N0122,477.0,347.0,463.0,484.0,0.0
potential,N0123,319.0,287.0,328.0,443.0,0.0
potential,N0124,77.0,69.0,74.0,79.0,0.0
potential,N0125,402.0,364.0,402.0,425.0,0.0
potential,N0126,281.0,254.0,282.0,398.52499999999986,0.0
potential,N0127,294.0,265.0,294.0,409.0,0.0
potential,N0128,452.0,366.0,446.0,455.0,0.0
potential,N0129,52.0,46.0,52.0,67.0,0.0
potential,N0130,340.0,272.0,340.0,447.0,0.0
potential,N0131,17.0,16.0,17.0,21.0,0.9466666666666667
potential,N0132,220.0,195.0,220.0,221.0,0.0
potential,N0133,173.0,164.0,171.0,173.0,0.0
potential,N0134,402.0,364.0,402.0,425.0,0.0
potential,N0135,462.0,359.0,456.0,470.0,0.0
potential,N0136,156.0,147.0,156.0,188.0,0.0
potential,N0137,133.0,128.0,132.0,135.0,0.0
potential,N0138,240.0,229.0,240.0,310.0,0.0
potential,N0139,452.0,366.0,446.0,455.0,0.0
potential,N0140,229.0,225.0,229.5,317.0,0.0
potential,N0141,217.0,197.0,217.0,218.0,0.0
potential,N0142,250.0,237.0,250.0,374.0,0.0
potential,N0143,370.0,331.0,383.0,452.0,0.0
potential,N0144,340.0,272.0,340.0,447.0,0.0
potential,N0145,200.0,198.0,200.0,207.0,0.0
potential,N0146,273.0,248.0,274.0,407.0,0.0
potential,N0147,45.0,36.475,45.0,68.0,0.0
potential,N0148,213.0,212.0,213.0,219.0,0.0
potential,N0149,370.0,290.0,370.0,470.0,0.0
potential,N0150,68.0,50.0,68.0,84.0,0.0
potential,N0151,150.0,147.0,150.0,176.0,0.0
potential,N0152,370.0,290.0,370.0,470.0,0.0
potential,N0153,370.0,290.0,370.0,470.0,0.0
potential,N0154,110.0,104.0,110.0,114.0,0.0
potential,N0155,5.0,4.0,4.0,5.0,1.0
potential,N0156,299.0,272.0,299.0,465.0,0.0
potential,N0157,7.0,7.0,7.0,9.0,1.0
potential,N0158,250.0,237.0,250.0,374.0,0.0
potential,N0159,309.0,250.0,308.0,441.0,0.0
potential,N0160,262.0,235.0,262.0,383.67499999999905,0.0
potential,N0161,364.0,301.0,364.0,483.0,0.0
potential,N0162,423.0,356.0,423.0,476.0,0.0
potential,N0163,300.0,275.0,302.0,447.0,0.0
potential,N0164,462.0,359.0,456.0,470.0,0.0
potential,N0165,355.0,308.0,355.0,451.0,0.0
potential,N0166,27.0,20.0,27.0,39.0,0.03866666666666667
potential,N0167,370.0,290.0,370.0,470.0,0.0
potential,N0168,193.0,184.0,192.0,194.0,0.0
potential,N0169,305.0,278.0,306.0,461.0,0.0
potential,N0170,269.0,252.0,271.0,382.1499999999992,0.0
potential,N0171,193.0,184.0,192.0,194.0,0.0
potential,N0172,107.0,87.0,107.0,119.0,0.0
potential,N0173,340.0,272.0,340.0,447.0,0.0
potential,N0174,215.0,179.95,215.0,219.0,0.0
potential,N0175,163.0,153.0,164.0,180.04999999999973,0.0
potential,N0176,492.0,355.0,485.0,497.0,0.0
potential,N0177,423.0,356.0,423.0,476.0,0.0
potential,N0178,281.0,246.0,280.0,411.0,0.0
potential,N0179,364.0,301.0,364.0,483.0,0.0
potential,N0180,187.0,179.0,186.0,188.0,0.0
potential,N0181,31.0,30.0,31.0,33.0,0.0
potential,N0182,101.0,98.0,102.0,106.0,0.0
potential,N0183,172.0,149.0,172.0,209.5749999999996,0.0
potential,N0184,412.0,336.0,397.0,428.0,0.0
potential,N0185,370.0,331.0,383.0,452.0,0.0
potential,N0186,190.0,163.0,190.0,220.0,0.0
potential,N0187,154.0,152.0,154.0,182.0,0.0
potential,N0188,217.0,197.0,217.0,218.0,0.0
potential,N0189,38.0,34.0,38.0,39.0,0.0
potential,N0190,319.0,257.0,319.0,430.0,0.0
potential,N0191,1.0,1.0,1.0,1.0,1.0
potential,N0192,266.0,250.0,266.0,312.0,0.0
potential,N0193,114.0,93.0,114.0,130.0,0.0
potential,N0194,163.0,157.0,163.5,167.0,0.0
potential,N0195,75.0,53.0,73.0,91.0,0.0
potential,N0196,6.0,6.0,6.0,6.0,1.0
potential,N0197,291.0,262.0,291.0,405.0,0.0
potential,N0198,203.0,200.0,203.0,205.0,0.0
potential,N0199,157.0,151.0,157.0,191.0,0.0
potential,N0200,496.0,331.0,492.0,496.0,0.0
potential,N0201,193.0,184.0,192.0,194.0,0.0
potential,N0202,355.0,308.0,355.0,451.0,0.0
potential,N0203,178.0,163.0,176.0,183.0,0.0
potential,N0204,397.0,326.0,397.0,493.0,0.0
potential,N0205,72.0,59.0,73.0,80.0,0.0
potential,N0206,300.0,275.0,302.0,447.0,0.0
potential,N0207,223.0,221.0,223.0,260.0,0.0
potential,N0208,39.0,32.0,39.0,43.0,0.0
potential,N0209,136.0,130.0,136.0,137.0,0.0
potential,N0210,423.0,356.0,423.0,476.0,0.0
potential,N0211,336.0,291.0,336.0,475.0,0.0
potential,N0212,319.0,257.0,319.0,430.0,0.0
potential,N0213,58.0,50.0,58.0,68.0,0.0
potential,N0214,452.0,366.0,446.0,455.0,0.0
potential,N0215,161.0,150.475,161.0,164.0,0.0
potential,N0216,412.0,336.0,397.0,428.0,0.0
potential,N0217,198.0,190.0,197.0,198.0,0.0
potential,N0218,241.0,230.0,241.0,349.0,0.0
potential,N0219,129.0,123.0,128.0,132.0,0.0
potential,N0220,469.0,323.0,462.0,477.0,0.0
potential,N0221,187.0,179.0,186.0,188.0,0.0
potential,N0222,51.0,49.0,52.0,65.0,0.0
potential,N0223,63.0,54.0,63.0,75.0,0.0
potential,N0224,412.0,336.0,397.0,428.0,0.0
potential,N0225,126.0,109.0,126.0,142.0,0.0
potential,N0226,370.0,321.0,393.0,489.0,0.0
potential,N0227,48.0,44.0,48.0,63.0,0.0
potential,N0228,276.0,247.0,278.0,416.0,0.0
potential,N0229,250.0,237.0,250.0,374.0,0.0
potential,N0230,173.0,164.0,171.0,173.0,0.0
potential,N0231,169.0,153.0,170.0,193.0,0.0
potential,N0232,492.0,355.0,485.0,497.0,0.0
potential,N0233,241.0,230.0,241.0,349.0,0.0
potential,N0234,370.0,290.0,370.0,470.0,0.0
potential,N0235,340.0,272.0,340.0,447.0,0.0
potential,N0236,58.0,50.0,58.0,68.0,0.0
potential,N0237,397.0,326.0,397.0,493.0,0.0
potential,N0238,355.0,308.0,355.0,451.0,0.0
potential,N0239,207.0,198.0,207.0,209.0,0.0
potential,N0240,147.0,145.0,147.0,172.0,0.0
potential,N0241,140.0,139.0,140.0,141.0,0.0
potential,N0242,117.0,108.0,117.0,127.0,0.0
potential,N0243,265.0,237.0,265.0,389.9249999999977,0.0
potential,N0244,108.0,86.0,108.0,120.0,0.0
potential,N0245,87.0,77.0,87.0,101.0,0.0
potential,N0246,289.0,259.0,288.0,413.0,0.0
potential,N0247,111.0,107.0,111.0,113.0,0.0
potential,N0248,42.0,37.0,42.0,49.0,0.0
potential,N0249,135.0,122.0,135.0,139.0,0.0
potential,N0250,13.0,10.0,13.0,17.0,1.0
potential,N0251,289.0,259.0,288.0,413.0,0.0
potential,N0252,364.0,301.0,364.0,483.0,0.0
potential,N0253,210.0,209.0,211.0,215.0,0.0
potential,N0254,69.0,51.0,69.0,84.0,0.0
potential,N0255,113.0,99.0,113.0,122.0,0.0
potential,N0256,319.0,287.0,328.0,443.0,0.0
potential,N0257,49.0,46.0,49.0,67.0,0.0
potential,N0258,193.0,184.0,192.0,194.0,0.0
potential,N0259,336.0,291.0,336.0,475.0,0.0
potential,N0260,477.0,347.0,463.0,484.0,0.0
potential,N0261,215.0,179.95,215.0,219.0,0.0
potential,N0262,462.0,359.0,456.0,470.0,0.0
potential,N0263,198.0,190.0,197.0,198.0,0.0
potential,N0264,281.0,254.0,282.0,398.52499999999986,0.0
potential,N0265,105.0,85.0,104.0,117.0,0.0
potential,N0266,219.0,215.0,217.0,221.0,0.0
potential,N0267,304.0,293.475,309.0,332.0,0.0
potential,N0268,296.0,268.0,296.0,413.0,0.0
potential,N0269,229.0,225.0,232.0,284.0,0.0
potential,N0270,259.0,243.0,263.0,303.0,0.0
potential,N0271,132.0,126.0,132.0,134.0,0.0
potential,N0272,128.0,122.0,128.0,133.0,0.0
potential,N0273,496.0,331.0,492.0,496.0,0.0
potential,N0274,315.0,282.0,314.0,455.0,0.0
potential,N0275,423.0,344.0,423.0,488.0,0.0
potential,N0276,98.0,89.0,98.0,105.0,0.0
potential,N0277,9.0,7.0,9.0,10.0,1.0
potential,N0278,296.0,268.0,296.0,413.0,0.0
potential,N0279,340.0,272.0,340.0,447.0,0.0
potential,N0280,173.0,164.0,171.0,173.0,0.0
potential,N0281,241.0,230.0,241.0,349.0,0.0
potential,N0282,209.0,202.0,208.0,213.0,0.0
potential,N0283,203.0,200.0,203.0,205.0,0.0
potential,N0284,370.0,331.0,383.0,452.0,0.0
potential,N0285,423.0,356.0,423.0,476.0,0.0
potential,N0286,452.0,366.0,446.0,455.0,0.0
potential,N0287,94.0,78.0,94.0,107.0,0.0
potential,N0288,249.0,236.0,256.0,311.0,0.0
potential,N0289,370.0,290.0,370.0,470.0,0.0
potential,N0290,60.0,54.0,58.0,65.0,0.0
potential,N0291,412.0,336.0,397.0,428.0,0.0
potential,N0292,180.0,150.0,180.0,218.0,0.0
potential,N0293,36.0,28.0,35.0,40.0,0.0
potential,N0294,351.0,295.0,351.0,483.0,0.0
potential,N0295,370.0,290.0,370.0,470.0,0.0
potential,N0296,351.0,295.0,351.0,483.0,0.0
potential,N0297,340.0,272.0,340.0,447.0,0.0
potential,N0298,319.0,257.0,319.0,430.0,0.0
potential,N0299,412.0,336.0,397.0,428.0,0.0
potential,N0300,171.0,148.0,171.0,208.5749999999996,0.0
potential,N0301,134.0,122.0,134.0,137.52499999999986,0.0
potential,N0302,462.0,359.0,456.0,470.0,0.0
potential,N0303,119.0,109.0,119.0,130.0,0.0
potential,N0304,92.0,91.0,93.0,99.0,0.0
potential,N0305,370.0,331.0,383.0,452.0,0.0
potential,N0306,140.0,139.0,140.0,141.0,0.0
potential,N0307,370.0,321.0,393.0,489.0,0.0
potential,N0308,96.0,87.0,96.0,111.0,0.0
potential,N0309,452.0,366.0,446.0,455.0,0.0
potential,N0310,144.0,137.0,144.0,162.0,0.0
potential,N0311,452.0,366.0,446.0,455.0,0.0
potential,N0312,452.0,366.0,446.0,455.0,0.0
potential,N0313,163.0,157.0,163.5,167.0,0.0
potential,N0314,485.0,315.0,485.0,494.0,0.0
potential,N0315,260.0,234.0,260.0,390.9249999999977,0.0
potential,N0316,8.0,7.0,8.0,9.0,1.0
potential,N0317,439.0,376.0,434.0,459.0,0.0
potential,N0318,492.0,355.0,485.0,497.0,0.0
potential,N0319,370.0,331.0,383.0,452.0,0.0
potential,N0320,131.0,114.0,131.0,145.0,0.0
potential,N0321,370.0,331.0,383.0,452.0,0.0
potential,N0322,93.0,79.0,93.0,103.0,0.0
potential,N0323,35.0,24.0,35.0,42.0,0.0
potential,N0324,200.0,198.0,200.0,207.0,0.0
potential,N0325,122.0,112.0,122.0,131.0,0.0
potential,N0326,412.0,336.0,397.0,428.0,0.0
potential,N0327,148.0,147.0,149.0,174.0,0.0
potential,N0328,469.0,323.0,462.0,477.0,0.0
potential,N0329,355.0,308.0,355.0,451.0,0.0
potential,N0330,492.0,355.0,485.0,497.0,0.0
potential,N0331,25.0,19.0,25.0,33.0,0.122
potential,N0332,234.0,227.0,234.0,286.0,0.0
potential,N0333,200.0,198.0,200.0,207.0,0.0
potential,N0334,30.0,28.0,30.0,31.0,0.0
potential,N0335,29.0,26.0,29.0,34.0,0.0
potential,N0336,153.0,143.0,153.0,190.0,0.0
potential,N0337,226.0,225.0,227.0,268.0,0.0
potential,N0338,340.0,272.0,340.0,447.0,0.0
potential,N0339,73.0,55.0,73.0,85.0,0.0
potential,N0340,370.0,290.0,370.0,470.0,0.0
potential,N0341,241.0,230.0,241.0,349.0,0.0
potential,N0342,104.0,95.0,104.0,115.0,0.0
potential,N0343,226.0,223.0,227.0,271.0,0.0
potential,N0344,370.0,290.0,370.0,470.0,0.0
potential,N0345,446.0,304.0,446.0,483.0,0.0
potential,N0346,334.0,285.0,334.0,473.0,0.0
potential,N0347,469.0,323.0,462.0,477.0,0.0
potential,N0348,397.0,326.0,397.0,493.0,0.0
potential,N0349,44.0,43.0,44.0,52.0,0.0
potential,N0350,452.0,366.0,446.0,455.0,0.0
potential,N0351,436.0,341.0,436.0,498.0,0.0
potential,N0352,73.0,60.0,74.0,81.0,0.0
potential,N0353,477.0,347.0,463.0,484.0,0.0
potential,N0354,294.0,265.0,294.0,409.0,0.0
potential,N0355,446.0,304.0,446.0,483.0,0.0
potential,N0356,10.0,8.0,10.0,14.0,1.0
potential,N0357,309.0,250.0,308.0,441.0,0.0
potential,N0358,287.0,266.0,284.0,322.0,0.0
