doc_id,source,date,topic_1_id,topic_1_cosine,top1_top2_margin,needs_review,similarity_filter_passed,category_id
patent:CN115833331,patent,2023-03-21,1,0.70220214,0.0018829107,True,True,N0002
patent:CN115833332,patent,2023-03-21,33,0.7246845,0.0018658042,True,True,N0034
patent:CN115833369,patent,2023-03-21,393,0.7164022,0.01216948,True,True,N0394
patent:CN115833384,patent,2023-03-21,420,0.7060566,0.007477045,True,True,N0421
patent:CN115833395,patent,2023-03-21,28,0.7400453,0.0021038055,True,True,N0029
patent:CN115833547,patent,2023-03-21,246,0.7310943,0.004830897,True,True,N0247
patent:CN115835581,patent,2023-03-21,195,0.70746034,0.002848506,True,True,N0196
patent:CN115836457,patent,2023-03-21,276,0.7260554,0.04240024,True,True,N0277
patent:CN115837864,patent,2023-03-24,1,0.69525325,0.0062696934,True,True,N0002
patent:CN115842384,patent,2023-03-24,276,0.70580876,0.05169481,True,True,N0277
patent:CN115842388,patent,2023-03-24,1,0.7255472,0.006515324,True,True,N0002
patent:CN115842403,patent,2023-03-24,46,0.6946699,0.014952481,True,True,N0047
patent:CN115846307,patent,2023-03-28,1,0.6637089,0.0102036,True,False,N0002
patent:CN115847683,patent,2023-03-28,247,0.6886729,0.013847232,True,True,N0248
patent:CN115856507,patent,2023-03-28,154,0.71948934,0.014418185,True,True,N0155
patent:CN115859160,patent,2023-03-28,472,0.74106544,0.019107759,True,True,N0473
patent:CN115860224,patent,2023-03-28,53,0.7317796,0.004435897,True,True,N0054
patent:CN115860317,patent,2023-03-28,379,0.74257755,0.0039635897,True,True,N0380
patent:CN115864270,patent,2023-03-28,300,0.64541084,0.0021437407,True,False,N0301
patent:CN115864364,patent,2023-03-28,455,0.788088,0.03305936,True,True,N0456
patent:CN115864486,patent,2023-03-28,1,0.7318093,0.0005735159,True,False,N0002
patent:CN115864505,patent,2023-03-28,490,0.72584414,0.012309551,True,True,N0491
patent:CN115864552,patent,2023-03-28,1,0.6725799,0.009908676,True,False,N0002
patent:CN115864560,patent,2023-03-28,195,0.7067017,0.0026461482,True,True,N0196
patent:CN115864561,patent,2023-03-28,1,0.71569824,0.009151578,True,True,N0002
patent:CN115864566,patent,2023-03-28,1,0.7227979,0.00028836727,True,False,N0002
patent:CN115864599,patent,2023-03-28,1,0.7048832,0.003590703,True,True,N0002
patent:CN115864604,patent,2023-03-28,411,0.6916261,0.003129065,True,True,N0412
patent:CN115864789,patent,2023-03-28,436,0.70731056,0.0049512386,True,True,N0437
patent:CN115864828,patent,2023-03-28,1,0.70666724,0.009961307,True,True,N0002
patent:CN115877238,patent,2023-03-31,33,0.71489555,0.02353859,True,True,N0034
patent:CN115879715,patent,2023-03-31,253,0.7236625,0.0016036034,True,False,N0254
patent:CN115881394,patent,2023-03-31,440,0.65001976,0.0109555125,True,False,N0441
patent:CN115882351,patent,2023-03-31,1,0.63089675,0.00068193674,True,False,N0002
patent:CN115882388,patent,2023-03-31,420,0.65897036,0.0047034025,True,False,N0421
patent:CN115882450,patent,2023-03-31,53,0.7284546,0.010743499,True,True,N0054
patent:CN115882558,patent,2023-03-31,104,0.7289127,0.0012652874,True,False,N0105
patent:CN115882559,patent,2023-03-31,23,0.6898154,0.015893579,True,True,N0024
patent:CN115882560,patent,2023-03-31,33,0.72806615,0.0003694892,True,False,N0034
patent:CN115882790,patent,2023-03-31,21,0.7270541,0.0039957166,True,True,N0022
patent:CN115884567,patent,2023-03-31,1,0.6985128,0.0029714108,True,True,N0002
patent:CN115885444,patent,2023-03-31,144,0.7200578,0.031631827,True,True,N0145
patent:CN115885463,patent,2023-03-31,338,0.7230511,0.044771314,True,True,N0339
patent:CN115891739,patent,2023-04-04,411,0.710708,0.010836065,True,True,N0412
patent:CN115902705,patent,2023-04-04,1,0.71671045,0.006486535,True,True,N0002
patent:CN115905891,patent,2023-04-04,472,0.7438842,0.011051536,True,True,N0473
patent:CN115906235,patent,2023-04-04,102,0.7296684,0.0079007745,True,True,N0103
patent:CN115906396,patent,2023-04-04,379,0.72976243,0.015785396,True,True,N0380
patent:CN115906740,patent,2023-04-04,380,0.6835095,0.0025416613,True,True,N0381
patent:CN115907342,patent,2023-04-04,455,0.71919113,0.0043179393,True,True,N0456
patent:CN115907395,patent,2023-04-04,289,0.71133053,0.013003826,True,True,N0290
patent:CN115907485,patent,2023-04-04,53,0.7657793,0.002133906,True,True,N0054
patent:CN115907558,patent,2023-04-04,408,0.7104027,0.0040642023,True,True,N0409
patent:CN115907575,patent,2023-04-04,253,0.73706305,0.004204631,True,True,N0254
patent:CN115909608,patent,2023-04-04,399,0.6760346,0.00040221214,True,False,N0400
patent:CN115912074,patent,2023-04-04,1,0.70362294,0.021736622,True,True,N0002
patent:CN115912119,patent,2023-04-04,1,0.7002495,0.008770108,True,True,N0002
patent:CN115912162,patent,2023-04-04,1,0.7005751,0.017008305,True,True,N0002
patent:CN115912269,patent,2023-04-04,488,0.70834637,0.0049383044,True,True,N0489
patent:CN115912292,patent,2023-04-04,359,0.74409395,0.0038213134,True,True,N0360
patent:CN115912348,patent,2023-04-04,497,0.7508009,0.014696181,True,True,N0498
patent:CN115912377,patent,2023-04-04,491,0.72667426,0.0026583076,True,True,N0492
patent:CN115912534,patent,2023-04-04,104,0.7282655,0.003935039,True,True,N0105
patent:CN115912535,patent,2023-04-04,33,0.7322556,0.0024046898,True,True,N0034
patent:CN115912559,patent,2023-04-04,33,0.7335617,0.020252228,True,True,N0034
patent:CN115912613,patent,2023-04-04,149,0.73132044,0.002279222,True,True,N0150
patent:CN115912647,patent,2023-04-04,355,0.69452226,0.008177698,True,True,N0356
patent:CN115912663,patent,2023-04-04,60,0.75566167,0.0068832636,True,True,N0061
patent:CN115912925,patent,2023-04-04,1,0.7031954,0.004198551,True,True,N0002
patent:CN115912948,patent,2023-04-04,276,0.71205306,0.032859564,True,True,N0277
patent:CN115912963,patent,2023-04-04,71,0.7297939,0.00091791153,True,False,N0072
patent:CN115917347,patent,2023-04-04,1,0.7132296,0.0014999509,True,False,N0002
patent:CN115917679,patent,2023-04-04,1,0.64559776,0.006790936,True,False,N0002
patent:CN115933252,patent,2023-04-07,307,0.6632416,0.00082206726,True,False,N0308
patent:CN115938214,patent,2023-04-07,1,0.69568944,0.0072892904,True,True,N0002
patent:CN115938715,patent,2023-04-07,75,0.6827258,0.009124517,True,True,N0076
patent:CN115940159,patent,2023-04-07,420,0.7527502,0.0029495358,True,True,N0421
patent:CN115940330,patent,2023-04-07,33,0.7286284,0.0036664605,True,True,N0034
patent:CN115940363,patent,2023-04-07,276,0.6921417,0.026298404,True,True,N0277
patent:CN115940371,patent,2023-04-07,16,0.67524445,0.0030579567,True,False,N0017
patent:CN115940389,patent,2023-04-07,195,0.72559166,0.0013055801,True,False,N0196
patent:CN115940413,patent,2023-04-07,457,0.739858,0.008463919,True,True,N0458
patent:CN115940421,patent,2023-04-07,399,0.72225046,0.0017172694,True,True,N0400
patent:CN115940624,patent,2023-04-07,110,0.68896115,0.008597493,True,True,N0111
patent:CN115940631,patent,2023-04-07,1,0.7007365,0.0006110072,True,False,N0002
patent:CN115940901,patent,2023-04-07,144,0.6930158,0.02218169,True,True,N0145
patent:CN115943743,patent,2023-04-07,104,0.7078626,0.004252851,True,True,N0105
patent:CN115950841,patent,2023-04-11,1,0.6904733,0.00055885315,True,False,N0002
patent:CN115953011,patent,2023-04-11,289,0.69611907,0.006640196,True,True,N0290
patent:CN115954190,patent,2023-04-11,1,0.6848167,0.01811862,True,True,N0002
patent:CN115954875,patent,2023-04-11,53,0.71977717,0.012173057,True,True,N0054
patent:CN115954912,patent,2023-04-11,60,0.72744095,0.003517747,True,True,N0061
patent:CN115954913,patent,2023-04-11,195,0.7291557,0.00460577,True,True,N0196
patent:CN115954981,patent,2023-04-11,33,0.7154434,0.03488165,True,True,N0034
patent:CN115954984,patent,2023-04-11,1,0.7306887,0.007510543,True,True,N0002
patent:CN115954987,patent,2023-04-11,33,0.686662,0.013311923,True,True,N0034
patent:CN115954988,patent,2023-04-11,60,0.7294691,0.015571952,True,True,N0061
patent:CN115967087,patent,2023-04-14,73,0.75907785,0.012436867,True,True,N0074
patent:CN115967117,patent,2023-04-14,43,0.72484213,0.002424717,True,True,N0044
patent:CN115967188,patent,2023-04-14,359,0.72503483,0.0007147789,True,False,N0360
patent:CN115967191,patent,2023-04-14,276,0.7090641,0.0223338,True,True,N0277
patent:CN115967197,patent,2023-04-14,276,0.71731865,0.01617682,True,True,N0277
patent:CN115967283,patent,2023-04-14,246,0.68232924,0.003462255,True,True,N0247
patent:CN115967290,patent,2023-04-14,246,0.70965683,0.0064302683,True,True,N0247
patent:CN115968525,patent,2023-04-14,1,0.6417316,0.0052850842,True,False,N0002
patent:CN115980507,patent,2023-04-18,73,0.7329971,0.008357048,True,True,N0074
patent:CN115982932,patent,2023-04-18,408,0.7502849,0.014613092,True,True,N0409
patent:CN115983489,patent,2023-04-18,441,0.7291393,0.0022200942,True,True,N0442
patent:CN115983582,patent,2023-04-18,102,0.74007875,0.015833199,True,True,N0103
patent:CN115983733,patent,2023-04-18,411,0.70134443,0.0047912598,True,True,N0412
patent:CN115984032,patent,2023-04-18,455,0.7513628,0.0053970814,True,True,N0456
patent:CN115986606,patent,2023-04-18,1,0.6968047,0.011907816,True,True,N0002
patent:CN115986613,patent,2023-04-18,459,0.6898786,0.012923837,True,True,N0460
patent:CN115986805,patent,2023-04-18,379,0.7294175,0.014282703,True,True,N0380
patent:CN115986839,patent,2023-04-18,379,0.770772,0.0117836,True,True,N0380
patent:CN115986890,patent,2023-04-18,33,0.72641414,0.019062221,True,True,N0034
patent:CN115986920,patent,2023-04-18,359,0.7378154,0.01135689,True,True,N0360
patent:CN115986937,patent,2023-04-18,380,0.73200333,0.001783371,True,True,N0381
patent:CN115986948,patent,2023-04-18,60,0.7070559,0.014285564,True,True,N0061
patent:CN115987084,patent,2023-04-18,246,0.6676556,0.006900072,True,False,N0247
patent:CN115990862,patent,2023-04-21,1,0.6999402,0.01225549,True,True,N0002
patent:CN115993480,patent,2023-04-21,459,0.7266824,0.000333488,True,False,N0460
patent:CN115994314,patent,2023-04-21,437,0.7280929,0.01322782,True,True,N0438
patent:CN115995811,patent,2023-04-21,52,0.73092246,0.013554931,True,True,N0053
patent:CN115995885,patent,2023-04-21,393,0.7248078,0.027234554,True,True,N0394
patent:CN115995957,patent,2023-04-21,1,0.690534,0.0033593178,True,True,N0002
patent:CN116005938,patent,2023-04-25,440,0.6588684,0.009341896,True,False,N0441
patent:CN116008640,patent,2023-04-25,399,0.6376706,0.0046314597,True,False,N0400
patent:CN116011311,patent,2023-04-25,408,0.6529684,0.0011447072,True,False,N0409
patent:CN116011832,patent,2023-04-25,439,0.72032243,0.009256482,True,True,N0440
patent:CN116014693,patent,2023-04-25,355,0.7364881,0.0064878464,True,True,N0356
patent:CN116014714,patent,2023-04-25,253,0.760128,0.0029524565,True,True,N0254
patent:CN116014776,patent,2023-04-25,76,0.728841,0.001721859,True,True,N0077
patent:CN116014860,patent,2023-04-25,33,0.7171265,0.016873896,True,True,N0034
patent:CN116014862,patent,2023-04-25,150,0.7506937,0.02345699,True,True,N0151
patent:CN116014897,patent,2023-04-25,420,0.71604455,0.0031830072,True,True,N0421
patent:CN116015035,patent,2023-04-25,1,0.6969573,0.0058737993,True,True,N0002
patent:CN116015061,patent,2023-04-25,355,0.7112437,0.008814633,True,True,N0356
patent:CN116028353,patent,2023-04-28,393,0.714189,0.026826918,True,True,N0394
patent:CN116029097,patent,2023-04-28,253,0.7262791,0.00791949,True,True,N0254
patent:CN116029424,patent,2023-04-28,452,0.7584153,0.0058740973,True,True,N0453
patent:CN116029533,patent,2023-04-28,359,0.73164237,0.001766324,True,True,N0360
patent:CN116029603,patent,2023-04-28,355,0.7249571,0.022147536,True,True,N0356
patent:CN116031780,patent,2023-04-28,435,0.71803516,0.0069676638,True,True,N0436
patent:CN116031838,patent,2023-04-28,1,0.6811715,0.011407018,True,True,N0002
patent:CN116031843,patent,2023-04-28,459,0.7472998,0.012871206,True,True,N0460
patent:CN116031867,patent,2023-04-28,264,0.7413454,0.008776784,True,True,N0265
patent:CN116031891,patent,2023-04-28,455,0.76457256,0.0055468082,True,True,N0456
patent:CN116031902,patent,2023-04-28,195,0.7170548,0.0034441352,True,True,N0196
patent:CN116031908,patent,2023-04-28,204,0.71954024,0.012491763,True,True,N0205
patent:CN116031922,patent,2023-04-28,195,0.6928724,0.008916736,True,True,N0196
patent:CN116031923,patent,2023-04-28,190,0.72852516,0.012163281,True,True,N0191
patent:CN116031999,patent,2023-04-28,154,0.7354975,0.010359764,True,True,N0155
patent:CN116032977,patent,2023-04-28,249,0.7168337,0.016109586,True,True,N0250
patent:CN116039838,patent,2023-05-02,292,0.6700525,0.00481838,True,False,N0293
patent:CN116044529,patent,2023-05-02,376,0.70943683,0.012282908,True,True,N0377
patent:CN116050250,patent,2023-05-02,187,0.714304,0.0069004297,True,True,N0188
patent:CN116052999,patent,2023-05-02,247,0.6603985,0.0010634661,True,False,N0248
patent:CN116053015,patent,2023-05-02,1,0.6901626,0.001276195,True,False,N0002
patent:CN116053994,patent,2023-05-02,1,0.6546899,0.00473541,True,False,N0002
patent:CN116054003,patent,2023-05-02,1,0.6513379,0.0005583167,True,False,N0002
patent:CN116054065,patent,2023-05-02,433,0.68043065,0.03709358,True,True,N0434
patent:CN116054077,patent,2023-05-02,1,0.693833,0.0018829107,True,True,N0002
patent:CN116054091,patent,2023-05-02,1,0.70488644,0.007637143,True,True,N0002
patent:CN116054142,patent,2023-05-02,16,0.68325084,0.0023339987,True,True,N0017
patent:CN116054204,patent,2023-05-02,9,0.7220129,0.0060693026,True,True,N0010
patent:CN116054245,patent,2023-05-02,436,0.69299084,0.0067558885,True,True,N0437
patent:CN116054311,patent,2023-05-02,33,0.6791665,0.006906092,True,True,N0034
patent:CN116054426,patent,2023-05-02,276,0.76681364,0.037971735,True,True,N0277
patent:CN116054534,patent,2023-05-02,1,0.72537225,0.0063639283,True,True,N0002
patent:CN116054545,patent,2023-05-02,1,0.70308954,0.0017674565,True,True,N0002
patent:CN116066192,patent,2023-05-05,455,0.73868114,0.020231903,True,True,N0456
patent:CN116070501,patent,2023-05-05,52,0.7166777,0.016366601,True,True,N0053
patent:CN116070763,patent,2023-05-05,15,0.7633103,0.031405866,True,True,N0016
patent:CN116070930,patent,2023-05-05,457,0.7483386,0.006916404,True,True,N0458
patent:CN116070975,patent,2023-05-05,379,0.7133353,0.021998227,True,True,N0380
patent:CN116073322,patent,2023-05-05,46,0.73903716,0.0021526814,True,True,N0047
patent:CN116073342,patent,2023-05-05,359,0.7377685,0.006201327,True,True,N0360
patent:CN116073365,patent,2023-05-05,411,0.7528468,0.008082449,True,True,N0412
patent:CN116073379,patent,2023-05-05,1,0.678897,0.0023542643,True,True,N0002
patent:CN116073436,patent,2023-05-05,411,0.7243608,0.0030917525,True,True,N0412
patent:CN116073525,patent,2023-05-05,276,0.7492696,0.04236728,True,True,N0277
patent:CN116090327,patent,2023-05-09,410,0.74622774,0.0045598745,True,True,N0411
patent:CN116091029,patent,2023-05-09,52,0.74132144,0.006563008,True,True,N0053
patent:CN116093754,patent,2023-05-09,420,0.691995,0.010962069,True,True,N0421
patent:CN116093966,patent,2023-05-09,355,0.73299634,0.0060678124,True,True,N0356
patent:CN116094338,patent,2023-05-09,9,0.7296795,0.0067766905,True,True,N0010
patent:CN116095119,patent,2023-05-09,249,0.73597085,0.023391604,True,True,N0250
patent:CN116102909,patent,2023-05-12,114,0.70376736,0.009720802,True,True,N0115
patent:CN116105894,patent,2023-05-12,165,0.6448065,0.012197554,True,False,N0166
patent:CN116107941,patent,2023-05-12,459,0.66429883,0.011829734,True,False,N0460
patent:CN116109203,patent,2023-05-12,312,0.76309335,0.022805572,True,True,N0313
patent:CN116111548,patent,2023-05-12,459,0.70742553,0.0024946332,True,True,N0460
patent:CN116111554,patent,2023-05-12,459,0.73965126,0.015286803,True,True,N0460
patent:CN116111555,patent,2023-05-12,359,0.7239011,0.031091988,True,True,N0360
patent:CN116111560,patent,2023-05-12,1,0.72758716,0.007565856,True,True,N0002
patent:CN116111580,patent,2023-05-12,253,0.7609484,0.005924225,True,True,N0254
patent:CN116111583,patent,2023-05-12,264,0.7430159,0.0012536049,True,False,N0265
patent:CN116111824,patent,2023-05-12,195,0.69499516,0.0023949742,True,True,N0196
patent:CN116111829,patent,2023-05-12,1,0.70678616,0.0031484962,True,True,N0002
patent:CN116118738,patent,2023-05-16,23,0.7244573,0.005279839,True,True,N0024
patent:CN116125184,patent,2023-05-16,1,0.6990819,0.008031428,True,True,N0002
patent:CN116125200,patent,2023-05-16,154,0.71790564,0.010566294,True,True,N0155
patent:CN116125336,patent,2023-05-16,459,0.7289132,0.010432482,True,True,N0460
patent:CN116128154,patent,2023-05-16,53,0.769553,0.00453192,True,True,N0054
patent:CN116128539,patent,2023-05-16,38,0.69532335,0.0038985014,True,True,N0039
patent:CN116130989,patent,2023-05-16,1,0.6904658,0.011289597,True,True,N0002
patent:CN116131144,patent,2023-05-16,393,0.6435758,0.0007843971,True,False,N0394
patent:CN116131202,patent,2023-05-16,1,0.6578785,0.012532592,True,False,N0002
patent:CN116131348,patent,2023-05-16,1,0.67193955,0.00028312206,True,False,N0002
patent:CN116131394,patent,2023-05-16,1,0.6668821,0.0053023696,True,False,N0002
patent:CN116131424,patent,2023-05-16,190,0.6944704,0.00974685,True,True,N0191
patent:CN116131445,patent,2023-05-16,379,0.7212032,0.023542643,True,True,N0380
patent:CN116131649,patent,2023-05-16,1,0.682642,0.005560279,True,True,N0002
patent:CN116131667,patent,2023-05-16,23,0.69499296,0.0042533875,True,True,N0024
patent:CN116133333,patent,2023-05-16,440,0.6527027,0.0060721636,True,False,N0441
patent:CN116134714,patent,2023-05-16,110,0.69093645,0.004905343,True,True,N0111
patent:CN116137489,patent,2023-05-19,1,0.69876003,0.0104929805,True,True,N0002
patent:CN116142164,patent,2023-05-23,190,0.76658946,0.0103260875,True,True,N0191
patent:CN116148539,patent,2023-05-23,351,0.68308115,0.0049761534,True,True,N0352
patent:CN116148570,patent,2023-05-23,1,0.7413986,0.014137685,True,True,N0002
patent:CN116149390,patent,2023-05-23,488,0.73971814,0.026587307,True,True,N0489
patent:CN116149692,patent,2023-05-23,420,0.64171743,0.0041176677,True,False,N0421
patent:CN116151099,patent,2023-05-23,289,0.71158123,0.0013605356,True,False,N0290
patent:CN116151584,patent,2023-05-23,437,0.75654393,0.0004963875,True,False,N0438
patent:CN116153624,patent,2023-05-23,1,0.7014195,0.003227234,True,True,N0002
patent:CN116154755,patent,2023-05-23,15,0.74596477,0.019693613,True,True,N0016
patent:CN116154769,patent,2023-05-23,355,0.708032,0.01673168,True,True,N0356
patent:CN116154808,patent,2023-05-23,436,0.68795645,0.008593559,True,True,N0437
patent:CN116154809,patent,2023-05-23,195,0.695964,0.004701078,True,True,N0196
patent:CN116154838,patent,2023-05-23,28,0.729145,0.00014644861,True,False,N0029
patent:CN116154847,patent,2023-05-23,275,0.75168115,0.026954353,True,True,N0276
patent:CN116154894,patent,2023-05-23,23,0.6577182,0.013037562,True,False,N0024
patent:CN116154906,patent,2023-05-23,33,0.70192665,0.03948325,True,True,N0034
patent:CN116154909,patent,2023-05-23,33,0.75637794,0.03904581,True,True,N0034
patent:CN116154914,patent,2023-05-23,33,0.7161182,0.03450948,True,True,N0034
patent:CN116154937,patent,2023-05-23,144,0.6723612,0.0027168393,True,False,N0145
patent:CN116155084,patent,2023-05-23,9,0.70851856,0.006531656,True,True,N0010
patent:CN116155120,patent,2023-05-23,246,0.7178463,0.0014050007,True,False,N0247
patent:CN116155717,patent,2023-05-23,289,0.7404003,0.007537186,True,True,N0290
patent:CN116157975,patent,2023-05-23,60,0.71598494,0.024953187,True,True,N0061
patent:CN116160896,patent,2023-05-26,379,0.7067255,0.014425397,True,True,N0380
patent:CN116167716,patent,2023-05-26,253,0.7313884,0.001837194,True,True,N0254
patent:CN116169669,patent,2023-05-26,359,0.71626055,0.012666643,True,True,N0360
patent:CN116169673,patent,2023-05-26,52,0.7456033,0.02835238,True,True,N0053
patent:CN116169702,patent,2023-05-26,473,0.77452517,0.025047898,True,True,N0474
patent:CN116169706,patent,2023-05-26,1,0.6577396,0.0001513362,True,False,N0002
patent:CN116169746,patent,2023-05-26,195,0.67669463,0.009317398,True,False,N0196
patent:CN116169752,patent,2023-05-26,358,0.6933831,0.000121593475,True,False,N0359
patent:CN116169753,patent,2023-05-26,33,0.7571343,0.00807935,True,True,N0034
patent:CN116169775,patent,2023-05-26,249,0.7240739,0.0195148,True,True,N0250
patent:CN116169781,patent,2023-05-26,424,0.7180505,0.0006197691,True,False,N0425
patent:CN116169790,patent,2023-05-26,249,0.6921432,0.0015274882,True,False,N0250
patent:CN116171973,patent,2023-05-30,355,0.6801206,0.0005027056,True,False,N0356
patent:CN116185156,patent,2023-05-30,399,0.7166537,0.0027617216,True,True,N0400
patent:CN116190813,patent,2023-05-30,379,0.7206923,0.0025423765,True,True,N0380
patent:CN116191234,patent,2023-05-30,195,0.69236016,0.014106989,True,True,N0196
patent:CN116191327,patent,2023-05-30,1,0.6470175,0.0013087988,True,False,N0002
patent:CN116191404,patent,2023-05-30,244,0.7221256,0.01133579,True,True,N0245
patent:CN116191420,patent,2023-05-30,459,0.70557857,0.000852108,True,False,N0460
patent:CN116191487,patent,2023-05-30,28,0.69435614,0.0031138659,True,True,N0029
patent:CN116191497,patent,2023-05-30,275,0.7339966,0.009617984,True,True,N0276
patent:CN116191502,patent,2023-05-30,359,0.6808022,0.009321809,True,True,N0360
patent:CN116191567,patent,2023-05-30,379,0.78260875,0.003088832,True,True,N0380
patent:CN116191627,patent,2023-05-30,1,0.69121265,0.013102114,True,True,N0002
patent:CN116191678,patent,2023-05-30,459,0.7225949,0.0056755543,True,True,N0460
patent:CN116191683,patent,2023-05-30,276,0.70294726,0.00011366606,True,False,N0277
patent:CN116191905,patent,2023-05-30,110,0.67534006,0.000643909,True,False,N0111
patent:CN116195161,patent,2023-05-30,16,0.69821197,0.0043831468,True,True,N0017
patent:CN116204913,patent,2023-06-02,472,0.72152406,0.021050692,True,True,N0473
patent:CN116205358,patent,2023-06-02,439,0.6824941,0.01323545,True,True,N0440
patent:CN116205418,patent,2023-06-02,15,0.749747,0.019358933,True,True,N0016
patent:CN116205456,patent,2023-06-02,379,0.7360153,0.0010608435,True,False,N0380
patent:CN116205467,patent,2023-06-02,102,0.7241644,0.0011253953,True,False,N0103
patent:CN116207375,patent,2023-06-02,195,0.7215231,0.00010198355,True,False,N0196
patent:CN116207648,patent,2023-06-02,52,0.6066375,0.0018461943,True,False,N0053
patent:CN116207698,patent,2023-06-02,433,0.6897066,0.006843984,True,True,N0434
patent:CN116207713,patent,2023-06-02,459,0.689121,0.0032271743,True,True,N0460
patent:CN116207761,patent,2023-06-02,275,0.74493235,0.018426716,True,True,N0276
patent:CN116207811,patent,2023-06-02,190,0.6880463,0.001601994,True,False,N0191
patent:CN116207823,patent,2023-06-02,104,0.6765442,0.002020359,True,False,N0105
patent:CN116207830,patent,2023-06-02,411,0.67932296,0.00474602,True,True,N0412
patent:CN116207861,patent,2023-06-02,433,0.7194763,0.010440648,True,True,N0434
patent:CN116208003,patent,2023-06-02,115,0.67415327,0.005127549,True,False,N0116
patent:CN116208004,patent,2023-06-02,1,0.7042065,0.0013520122,True,False,N0002
patent:CN116208016,patent,2023-06-02,303,0.7112145,0.0037162304,True,True,N0304
patent:CN116215917,patent,2023-06-06,276,0.7047231,0.029179037,True,True,N0277
patent:CN116228184,patent,2023-06-06,411,0.72883844,0.0035009384,True,True,N0412
patent:CN116229772,patent,2023-06-06,1,0.69215214,0.0024831295,True,True,N0002
patent:CN116231503,patent,2023-06-06,1,0.70875037,0.007927597,True,True,N0002
patent:CN116231504,patent,2023-06-06,389,0.7132162,0.029730916,True,True,N0390
patent:CN116231514,patent,2023-06-06,1,0.6571351,6.943941e-05,True,False,N0002
patent:CN116231590,patent,2023-06-06,1,0.7204302,0.0039690733,True,True,N0002
patent:CN116231625,patent,2023-06-06,491,0.7318838,0.008754432,True,True,N0492
patent:CN116231639,patent,2023-06-06,473,0.74667734,0.038360655,True,True,N0474
patent:CN116231705,patent,2023-06-06,1,0.70440733,0.004806161,True,True,N0002
patent:CN116231707,patent,2023-06-06,379,0.7234199,0.013674378,True,True,N0380
patent:CN116231736,patent,2023-06-06,194,0.68413025,0.0060545206,True,True,N0195
patent:CN116231771,patent,2023-06-06,195,0.72211194,0.0004427433,True,False,N0196
patent:CN116231802,patent,2023-06-06,33,0.71411765,0.028758109,True,True,N0034
patent:CN116231855,patent,2023-06-06,289,0.7128065,0.0060581565,True,True,N0290
patent:CN116233835,patent,2023-06-06,289,0.72646606,0.04308653,True,True,N0290
patent:CN116234290,patent,2023-06-06,1,0.7051719,0.01074332,True,True,N0002
patent:CN116236698,patent,2023-06-09,300,0.6505066,0.0028470755,True,False,N0301
patent:CN116238359,patent,2023-06-09,104,0.6703528,0.006107092,True,False,N0105
patent:CN116244508,patent,2023-06-09,399,0.7039976,0.015507579,True,True,N0400
patent:CN116245230,patent,2023-06-09,424,0.7313918,0.0036976933,True,True,N0425
patent:CN116245251,patent,2023-06-09,457,0.7337069,0.0076664686,True,True,N0458
patent:CN116247603,patent,2023-06-09,359,0.6575014,0.002275765,True,False,N0360
patent:CN116247609,patent,2023-06-09,460,0.6822351,0.0069790483,True,True,N0461
patent:CN116247625,patent,2023-06-09,1,0.69087785,0.010900557,True,True,N0002
patent:CN116247663,patent,2023-06-09,302,0.67446625,2.3841858e-05,True,False,N0303
patent:CN116247725,patent,2023-06-09,455,0.7588254,0.008171558,True,True,N0456
patent:CN116247748,patent,2023-06-09,355,0.7227551,0.0061819553,True,True,N0356
patent:CN116247749,patent,2023-06-09,28,0.7282952,0.0004941225,True,False,N0029
patent:CN116247763,patent,2023-06-09,104,0.7018642,0.008067846,True,True,N0105
patent:CN116247777,patent,2023-06-09,1,0.7137225,0.003569305,True,True,N0002
patent:CN116247814,patent,2023-06-09,249,0.7356357,0.012802601,True,True,N0250
patent:CN116247907,patent,2023-06-09,195,0.6739528,0.005399823,True,False,N0196
patent:CN116250159,patent,2023-06-09,195,0.6611991,0.00017273426,True,False,N0196
patent:CN116252309,patent,2023-06-13,389,0.683209,0.01649338,True,True,N0390
patent:CN116255600,patent,2023-06-13,1,0.6826998,0.0018637776,True,True,N0002
patent:CN116258347,patent,2023-06-13,379,0.69229376,0.0011488199,True,False,N0380
patent:CN116258563,patent,2023-06-13,455,0.72328216,0.007994294,True,True,N0456
patent:CN116260172,patent,2023-06-13,275,0.7585513,0.0058473945,True,True,N0276
patent:CN116260222,patent,2023-06-13,190,0.6690553,0.0028894544,True,False,N0191
patent:CN116260259,patent,2023-06-13,276,0.7443583,0.041534305,True,True,N0277
patent:CN116260324,patent,2023-06-13,1,0.7101872,0.011132836,True,True,N0002
patent:CN116260336,patent,2023-06-13,149,0.7256998,0.006390929,True,True,N0150
patent:CN116264407,patent,2023-06-16,33,0.6611763,0.012396336,True,False,N0034
patent:CN116264414,patent,2023-06-16,439,0.70296216,0.0029860735,True,True,N0440
patent:CN116264417,patent,2023-06-16,439,0.709113,0.0032473207,True,True,N0440
patent:CN116266700,patent,2023-06-20,271,0.7673892,0.019197762,True,True,N0272
patent:CN116274747,patent,2023-06-23,459,0.6389736,0.0043357015,True,False,N0460
patent:CN116279725,patent,2023-06-23,23,0.6419757,0.020996511,True,False,N0024
patent:CN116283263,patent,2023-06-23,182,0.67681205,3.9815903e-05,True,False,N0183
patent:CN116298488,patent,2023-06-23,1,0.71485794,0.0034866333,True,True,N0002
