category_id,name,domain,status,analysis_scope,admissible_pool,direct_energy,year0_papers,year0_denominator,year0_share,year1_papers,year1_denominator,year1_share,year2_papers,year2_denominator,year2_share,year3_papers,year3_denominator,year3_share,year4_papers,year4_denominator,year4_share,recent_papers,previous_papers,share_growth_ratio,baseline_years_used,baseline_papers,baseline_annual_mean_papers,baseline_mean_share,multiyear_share_ratio,historical_peak_ratio,three_year_log_share_slope,growing_quarters,active_quarters,core_years,core_papers,core_mean_annual_share,core_active_quarters,core_active_years,core_persistence,recent_institutions,core_institutions,baseline_mean_institutions,institution_expansion,citation_cohort_percentile,pooled_baseline_share,pooled_share_ratio,share_ratio_lower95,growth_count_pvalue,growth_count_qvalue,core_score,emerging_score,core_eligible,emerging_eligible,trajectory,end_quarter
C0001,电池与充电设施热管理,电化学储能,宽泛待细分,能源电力直接相关,True,True,38,418193,9.198027560635308e-05,33,337646,9.91062685454454e-05,30,294889,0.00010329738810014089,27,259776,0.00010570783890894135,24,242709,0.00010078820490036366,38,33,0.9280974549473158,2,57,28.5,0.00010450261350454111,0.8801720121799262,0.8701367519733949,-0.05801896635972703,2,0,3,101,9.81279774173131e-05,0,0,0.0,48,130,46.0,1.0425531914893618,0.3894110290882202,0.00010359613721533583,0.8878736030008734,0.5903244207219499,0.7217088943428985,1.0,24.776579352850543,36.97996918335901,False,False,近期份额下降,2026Q2
C0002,功能传感材料与电化学检测,其他基础与关联学科,关联基础研究,关联基础或环境研究,False,False,1575,418193,0.003764024005657384,1134,337646,0.003356300348203218,939,294889,0.0031818982334453237,783,259776,0.0030117124285511106,632,242709,0.0026019812081420415,1575,1134,1.1214800867486248,2,1722,861.0,0.003096805330998217,1.2154538640128527,1.1214800867486248,0.08400532597199106,4,4,3,3648,0.003434074195768642,12,3,1.0,1948,3012,1138.0,1.7111501316944688,0.6354204295387003,0.003103379936581147,1.2128788877213785,1.1327742861289427,1.356822919904496e-08,1.1433901010431146e-07,93.7211093990755,73.07395993836671,False,False,平稳或增长证据不足,2026Q2
C0003,电力电子控制与频率调节,电网与电力系统,混杂待重分,质量限制观察,False,False,254,418193,0.0006080254582290094,203,337646,0.000602033601462631,193,294889,0.0006553457245041726,187,259776,0.0007207352652882365,180,242709,0.000742541672837373,254,203,1.0099526949190565,2,380,190.0,0.0006880404948962045,0.8837059195487238,0.8188435484107509,-0.03747308343954314,3,4,3,650,0.0006218015947319377,12,3,1.0,259,665,276.0,0.9386281588447654,0.2822539056949417,0.0006855361775727876,0.8869341664531653,0.7567662291354511,0.9315107286756474,1.0,49.98459167950694,42.83898305084746,False,False,历史峰值以下的恢复或波动,2026Q2
C0004,风能开发与风电技术经济,风能与水能海洋能源,宽泛待细分,能源电力直接相关,True,True,1168,418193,0.002791661092104509,839,337646,0.0024835735057881017,770,294889,0.002609529099382248,655,259776,0.0025196904874476744,686,242709,0.0028241266393510063,1168,839,1.1240501179443219,2,1425,712.5,0.002564609793414961,1.0885324930414513,0.9885042169164346,0.03373350440945799,4,4,3,2777,0.002628254565758286,12,3,1.0,1319,2411,913.5,1.4434117003827227,0.3173364254671788,0.002568283366964543,1.086975498114126,1.0060704869138017,0.01700214689332788,0.06281581364530005,74.24499229583977,64.9537750385208,True,False,历史峰值以下的恢复或波动,2026Q2
C0005,钙钛矿氧化物电催化,能源材料与电化学基础,方向候选,能源电力直接相关,True,True,705,418193,0.0016855086867605742,634,337646,0.0018771023102114957,561,294889,0.0019016879809255446,510,259776,0.0019623218822914386,426,242709,0.0017545375261226572,705,634,0.8979311770015699,2,1071,535.5,0.0019320049316084915,0.8724142776164154,0.8589358871095987,-0.060337246642728104,0,4,3,1900,0.0018214329926325382,12,3,1.0,954,1736,752.0,1.2682602921646746,0.5818798804772546,0.0019304914961083886,0.873098218851693,0.7939490331299282,0.9974709176616324,1.0,76.15562403697997,32.21109399075501,True,False,近期份额下降,2026Q2
C0006,电网建设与供电服务政策,能源政策与治理,宽泛待细分,能源治理与政策研究,True,False,42,418193,0.00010153666787714302,19,337646,5.7688723481677176e-05,22,294889,7.620299122141541e-05,18,259776,7.1112546175106e-05,15,242709,6.37639663655362e-05,42,19,1.7600782570512696,2,40,20.0,7.36577686982607e-05,1.378492312102045,1.332449897958967,0.14350963816008466,3,0,3,83,7.84761275267452e-05,0,0,0.0,35,71,16.0,2.1176470588235294,0.1383898537887059,7.296771403862785e-05,1.3915286947785053,0.9048392755463947,0.06602037938389578,0.20717692275281102,15.570107858243453,83.5477657935285,False,False,多年背景上持续抬升,2026Q2
C0007,层状电池正极与离子导体,电化学储能,混杂待重分,质量限制观察,False,False,673,418193,0.0016090575485942548,672,337646,0.0019895213610988667,590,294889,0.0019999051696109244,606,259776,0.0023313383381190155,577,242709,0.002375721972651429,673,672,0.8087661585626448,2,1196,598.0,0.00216562175386497,0.7430002703484951,0.6772920262207547,-0.10872556509341269,2,4,3,1935,0.0018661613597680154,12,3,1.0,964,1715,746.5,1.2909698996655519,0.4959243813623796,0.0021557004900547706,0.746419809253452,0.6791695875605895,0.9999999994666583,1.0,72.75038520801233,26.548536209553163,False,False,近期份额下降,2026Q2
C0008,电极涂布与通用成形加工,制造与通用装置,混杂待重分,质量限制观察,False,False,35,418193,8.481298140326065e-05,29,337646,8.727268424151162e-05,27,294889,9.313698927061883e-05,29,259776,0.00011339568173868254,35,242709,0.00014604005199848611,35,29,0.971815891081748,2,56,28.0,0.00010326633550465068,0.8213032929733526,0.580751514688175,-0.04681139929549083,2,0,3,91,8.840755163846369e-05,0,0,0.0,47,111,40.5,1.1566265060240963,0.2057121024522713,0.00010179446526376478,0.833178711470191,0.5475632486854187,0.8083627784389443,1.0,17.596302003081664,37.449922958397536,False,False,近期份额下降,2026Q2
C0009,二氧化碳电还原催化,碳与环境,方向候选,能源电力直接相关,True,True,3091,418193,0.007385896676286768,2668,337646,0.007894479928761822,2188,294889,0.007412010946136339,1839,259776,0.007070893442654458,1524,242709,0.0062714946273716085,3091,2668,0.9355773582218961,2,4027,2013.5,0.007241452194395398,1.0199468943540309,0.9355773582218961,-0.001764729016076938,0,4,3,7947,0.00756412918372831,12,3,1.0,2356,3357,1436.0,1.6402226861517049,0.6295350153464906,0.0072562337849524355,1.0178691722423856,0.9712657372181263,0.22630782338922995,0.5564946476784343,98.28197226502311,45.39291217257318,True,False,近期份额下降,2026Q2
C0010,土壤碳过程与土壤改良,碳与环境,关联基础研究,关联基础或环境研究,True,False,1051,418193,0.0025121366181839033,465,337646,0.0013771333733702937,394,294889,0.0013360924460821503,372,259776,0.0014318607270392965,367,242709,0.001511823073505455,1051,465,1.824178156423504,2,766,383.0,0.0013839765865607235,1.8151583217363052,1.66166045631188,0.31569218222849926,4,4,3,1910,0.0017417874792121158,12,3,1.0,1588,2297,681.0,2.3299120234604107,0.3414281986183995,0.0013809815508792158,1.819094988332412,1.6574021718197418,7.779981900684028e-38,4.488451096548477e-36,68.25115562403698,93.93682588597842,False,False,多年背景上持续抬升,2026Q2
C0011,光催化与光生物制氢,氢能与燃料电池,宽泛待细分,能源电力直接相关,True,True,1199,418193,0.0028657231322031305,1063,337646,0.0031462542268083935,860,294889,0.0029143410642679096,748,259776,0.0028771751790306398,640,242709,0.0026348916423952215,1199,1063,0.9108364822477051,2,1608,804.0,0.002895758121649275,0.9896279356961493,0.9108364822477051,-0.00841151188583611,1,4,3,3122,0.0029754394744264776,12,3,1.0,1370,2181,910.0,1.504939626783754,0.6332284600463558,0.0028979893341020465,0.9888660039154652,0.9176224034988301,0.6144197314258457,1.0,88.60554699537751,44.37211093990756,True,False,近期份额下降,2026Q2
