category_id,name,domain,status,analysis_scope,admissible_pool,direct_energy,year0_papers,year0_denominator,year0_share,year1_papers,year1_denominator,year1_share,year2_papers,year2_denominator,year2_share,year3_papers,year3_denominator,year3_share,year4_papers,year4_denominator,year4_share,recent_papers,previous_papers,share_growth_ratio,baseline_years_used,baseline_papers,baseline_annual_mean_papers,baseline_mean_share,multiyear_share_ratio,historical_peak_ratio,three_year_log_share_slope,growing_quarters,active_quarters,core_years,core_papers,core_mean_annual_share,core_active_quarters,core_active_years,core_persistence,recent_institutions,core_institutions,baseline_mean_institutions,institution_expansion,citation_cohort_percentile,pooled_baseline_share,pooled_share_ratio,share_ratio_lower95,growth_count_pvalue,growth_count_qvalue,core_score,emerging_score,core_eligible,emerging_eligible,trajectory,end_quarter
C0001,电池与充电设施热管理,电化学储能,宽泛待细分,能源电力直接相关,True,True,38,418193,9.198027560635308e-05,33,337646,9.91062685454454e-05,30,294889,0.00010329738810014089,27,259776,0.00010570783890894135,24,242709,0.00010078820490036366,38,33,0.9280974549473158,4,114,28.5,0.00010222492511372283,0.8997832525093776,0.8701367519733949,-0.05801896635972703,2,0,3,101,9.81279774173131e-05,0,0,0.0,48,130,41.25,1.1597633136094674,0.3894110290882202,0.00010084596109723928,0.9120868560879936,0.6330740707107184,0.7036416002978048,1.0,24.776579352850543,38.23574730354391,False,False,近期份额下降,2026Q2
C0002,功能传感材料与电化学检测,其他基础与关联学科,关联基础研究,关联基础或环境研究,False,False,1575,418193,0.003764024005657384,1134,337646,0.003356300348203218,939,294889,0.0031818982334453237,783,259776,0.0030117124285511106,632,242709,0.0026019812081420415,1575,1134,1.1214800867486248,4,3488,872.0,0.0030379730545854237,1.2389918995417295,1.1214800867486248,0.08400532597199106,4,4,3,3648,0.003434074195768642,12,3,1.0,1948,3012,1163.5,1.673679690854444,0.6354204295387003,0.0030724989981460197,1.2250692377535806,1.1543105056453067,8.951520386136659e-12,8.607231140516019e-11,93.7211093990755,74.45300462249614,False,False,平稳或增长证据不足,2026Q2
C0003,电力电子控制与频率调节,电网与电力系统,混杂待重分,质量限制观察,False,False,254,418193,0.0006080254582290094,203,337646,0.000602033601462631,193,294889,0.0006553457245041726,187,259776,0.0007207352652882365,180,242709,0.000742541672837373,254,203,1.0099526949190565,4,763,190.75,0.0006801640660231032,0.8939394016859993,0.8188435484107509,-0.03747308343954314,3,4,3,650,0.0006218015947319377,12,3,1.0,259,665,278.25,0.9310653536257834,0.2822539056949417,0.0006724531991069187,0.9041900001911279,0.7845987674219682,0.919493877983742,1.0,49.98459167950694,42.81587057010786,False,False,历史峰值以下的恢复或波动,2026Q2
C0004,风能开发与风电技术经济,风能与水能海洋能源,宽泛待细分,能源电力直接相关,True,True,1168,418193,0.002791661092104509,839,337646,0.0024835735057881017,770,294889,0.002609529099382248,655,259776,0.0025196904874476744,686,242709,0.0028241266393510063,1168,839,1.1240501179443219,4,2950,737.5,0.0026092299329922575,1.06991762466217,0.9885042169164346,0.03373350440945799,4,4,3,2777,0.002628254565758286,12,3,1.0,1319,2411,932.5,1.4140332083556508,0.3173364254671788,0.002598655093601786,1.0742714948890015,1.003903393094635,0.018559618725533213,0.0669217021353361,74.24499229583977,64.86132511556241,True,False,历史峰值以下的恢复或波动,2026Q2
C0005,钙钛矿氧化物电催化,能源材料与电化学基础,方向候选,能源电力直接相关,True,True,705,418193,0.0016855086867605742,634,337646,0.0018771023102114957,561,294889,0.0019016879809255446,510,259776,0.0019623218822914386,426,242709,0.0017545375261226572,705,634,0.8979311770015699,4,2131,532.75,0.0018739124248877842,0.8994596889241011,0.8589358871095987,-0.060337246642728104,0,4,3,1900,0.0018214329926325382,12,3,1.0,954,1736,764.5,1.2475506205094709,0.5818798804772546,0.0018773202277621445,0.8978269460025907,0.8245559516895313,0.9934674925874557,1.0,76.15562403697997,32.68875192604006,True,False,近期份额下降,2026Q2
C0006,电网建设与供电服务政策,能源政策与治理,宽泛待细分,能源治理与政策研究,True,False,42,418193,0.00010153666787714302,19,337646,5.7688723481677176e-05,22,294889,7.620299122141541e-05,18,259776,7.1112546175106e-05,15,242709,6.37639663655362e-05,42,19,1.7600782570512696,4,74,18.5,6.719205681093369e-05,1.5111409398115148,1.332449897958967,0.14350963816008466,3,0,3,83,7.84761275267452e-05,0,0,0.0,35,71,13.75,2.440677966101695,0.1383898537887059,6.561593101960111e-05,1.5474392620720643,1.061657537499015,0.012098439224109884,0.045369147090412065,15.570107858243453,86.77580893682588,False,False,多年背景上持续抬升,2026Q2
C0007,层状电池正极与离子导体,电化学储能,混杂待重分,质量限制观察,False,False,673,418193,0.0016090575485942548,672,337646,0.0019895213610988667,590,294889,0.0019999051696109244,606,259776,0.0023313383381190155,577,242709,0.002375721972651429,673,672,0.8087661585626448,4,2445,611.25,0.002174121710370059,0.7400954329830853,0.6772920262207547,-0.10872556509341269,2,4,3,1935,0.0018661613597680154,12,3,1.0,964,1715,773.5,1.2459651387992252,0.4959243813623796,0.002153875963871604,0.7470520937992942,0.685975810107054,0.9999999999914663,1.0,72.75038520801233,25.56240369799692,False,False,近期份额下降,2026Q2
C0008,电极涂布与通用成形加工,制造与通用装置,混杂待重分,质量限制观察,False,False,35,418193,8.481298140326065e-05,29,337646,8.727268424151162e-05,27,294889,9.313698927061883e-05,29,259776,0.00011339568173868254,35,242709,0.00014604005199848611,35,29,0.971815891081748,4,120,30.0,0.00010996135181232477,0.7712980970624497,0.580751514688175,-0.04681139929549083,2,0,3,91,8.840755163846369e-05,0,0,0.0,47,111,42.25,1.1098265895953756,0.2057121024522713,0.00010613046560888501,0.799138879836972,0.5496285240964572,0.8886248783522792,1.0,17.596302003081664,33.72881355932203,False,False,近期份额下降,2026Q2
C0009,二氧化碳电还原催化,碳与环境,方向候选,能源电力直接相关,True,True,3091,418193,0.007385896676286768,2668,337646,0.007894479928761822,2188,294889,0.007412010946136339,1839,259776,0.007070893442654458,1524,242709,0.0062714946273716085,3091,2668,0.9355773582218961,4,8219,2054.75,0.007162219736231056,1.031230114167569,0.9355773582218961,-0.001764729016076938,0,4,3,7947,0.00756412918372831,12,3,1.0,2356,3357,1485.0,1.586137281292059,0.6295350153464906,0.007239330805578675,1.020245776114437,0.9789167219102971,0.16463865860037208,0.441632305486654,98.28197226502311,46.64098613251155,True,False,近期份额下降,2026Q2
C0010,土壤碳过程与土壤改良,碳与环境,关联基础研究,关联基础或环境研究,True,False,1051,418193,0.0025121366181839033,465,337646,0.0013771333733702937,394,294889,0.0013360924460821503,372,259776,0.0014318607270392965,367,242709,0.001511823073505455,1051,465,1.824178156423504,4,1598,399.5,0.0014142274049992987,1.7763314508709784,1.66166045631188,0.31569218222849926,4,4,3,1910,0.0017417874792121158,12,3,1.0,1588,2297,688.5,2.3045685279187818,0.3414281986183995,0.0014078800769776157,1.7843399159229982,1.6507401207091355,6.5051221910752925e-50,4.0136175386979684e-48,68.25115562403698,94.53775038520801,False,False,多年背景上持续抬升,2026Q2
C0011,光催化与光生物制氢,氢能与燃料电池,宽泛待细分,能源电力直接相关,True,True,1199,418193,0.0028657231322031305,1063,337646,0.0031462542268083935,860,294889,0.0029143410642679096,748,259776,0.0028771751790306398,640,242709,0.0026348916423952215,1199,1063,0.9108364822477051,4,3311,827.75,0.002893165528125541,0.9905147508306618,0.9108364822477051,-0.00841151188583611,1,4,3,3122,0.0029754394744264776,12,3,1.0,1370,2181,948.25,1.4442981301027127,0.6332284600463558,0.0029166061150524706,0.9825540436925181,0.9197521761724323,0.6963813438335311,1.0,88.60554699537751,44.1255778120185,True,False,近期份额下降,2026Q2
C0012,聚合物介电绝缘与储能,能源材料与电化学基础,宽泛待细分,能源电力直接相关,True,True,503,418193,0.0012029108770856827,419,337646,0.0012410471538750552,444,294889,0.0015054324265741845,383,259776,0.001474143862602873,407,242709,0.0016763752447713548,503,419,0.9692708881606187,4,1653,413.25,0.0014742496719558668,0.8159478682398467,0.7175665954490702,-0.11216791659758485,2,4,3,1366,0.001316463485844974,12,3,1.0,731,1441,591.0,1.2364864864864864,0.4412596781121364,0.0014563213683343682,0.8259927398177797,0.7475646062066673,0.999916716746129,1.0,65.75500770416025,34.22187981510015,True,False,近期份额下降,2026Q2
C0013,集成电路与电子封装,电力电子与电机,宽泛待细分,能源电力直接相关,True,True,301,418193,0.0007203130674107911,194,337646,0.00057540803677878,180,294889,0.0006113173295762437,168,259776,0.0006477007584056952,154,242709,0.0006355827615145382,301,194,1.251830042978216,4,696,174.0,0.0006175022215688142,1.1664946979150579,1.1121078029672684,0.08203487399723874,3,4,3,675,0.0006356794779219382,12,3,1.0,401,801,259.5,1.5431861804222649,0.3630010113790348,0.0006134428987268748,1.1742137188411703,1.025806907845418,0.010015048281750592,0.03812835640260378,54.06009244992296,72.04545454545453,False,False,平稳或增长证据不足,2026Q2
C0014,电池单体模组及用电器件混合,电化学储能,混杂待重分,质量限制观察,False,False,2,418193,5.972745169243707e-06,2,337646,7.395990189958612e-06,1,294889,5.080199414761028e-06,2,259776,9.609803537176486e-06,1,242709,6.170706422471244e-06,2,2,0.8075653179411708,4,6,1.5,7.064174891091842e-06,0.8454979189113135,0.6215262514095679,0.08092806668308228,1,0,3,5,6.149644924654448e-06,0,0,0.0,4,6,1.25,2.2222222222222223,0.0889208432132506,5.724879887616204e-06,1.0432961540666859,0.24261889536322026,0.5488314375806819,1.0,4.322033898305086,41.57550077041602,False,False,近期份额下降,2026Q2
C0015,通用机器学习与优化算法,数字技术与测量,关联基础研究,关联基础或环境研究,True,False,1576,418193,0.0037664131037250816,1149,337646,0.0034006762893429698,982,294889,0.0033275306166684728,728,259776,0.002800296750733228,695,242709,0.0028611508778858337,1576,1149,1.1075482590119667,4,3554,888.5,0.0030974136336576258,1.2159864807198701,1.1075482590119667,0.061946322420936006,3,4,3,3707,0.0034982066699121746,12,3,1.0,1481,2667,1037.5,1.4270582571015888,0.4313524483408166,0.003130628547774123,1.2030852738511573,1.133806195608307,4.0986888362949056e-10,3.49320071275134e-09,85.462249614792,68.07781201848996,False,False,平稳或增长证据不足,2026Q2
C0016,生物质能源利用与可持续性,生物质与资源循环,宽泛待细分,关联基础或环境研究,True,False,1009,418193,0.002411794499340609,766,337646,0.0022676105922413104,644,294889,0.0021827923485423215,530,259776,0.0020392003105888503,567,242709,0.002334583929834954,1009,766,1.0635840684430684,4,2507,626.75,0.0022060467953018592,1.093265339827298,1.0330725181986125,0.049883062486911545,2,4,3,2419,0.0022873991467080804,12,3,1.0,1235,2458,938.75,1.315243415802075,0.3384269505854018,0.0022084825104919433,1.0920595874691248,1.015120476114994,0.008826206395198532,0.0339469476738405,72.81972265023113,57.98151001540832,False,False,平稳或增长证据不足,2026Q2
C0017,电磁场耦合与电磁换能,电力电子与电机,宽泛待细分,能源电力直接相关,True,True,443,418193,0.0010595649930238336,390,337646,0.0011552536676715352,369,294889,0.001251422455836133,405,259776,0.001558710133730026,411,242709,0.0016928304618979448,443,390,0.917170854050984,4,1575,393.75,0.0014145541797839097,0.7490451819849664,0.6259132363650196,-0.08321121451922453,2,4,3,1202,0.0011554137055105006,12,3,1.0,475,1061,437.75,1.084900284900285,0.2189953845966972,0.0013876228096829737,0.7635828595711175,0.6872261862146243,0.9999997655390964,1.0,54.568567026194145,28.705701078582436,True,False,近期份额下降,2026Q2
C0018,电力智能算法与多场景辨识,数字技术与测量,混杂待重分,质量限制观察,False,False,770,418193,0.0018408000611609106,472,337646,0.0013978421459021778,353,294889,0.001197233662078682,290,259776,0.0011166591710199078,257,242709,0.0010593046025242302,770,472,1.3168869364522162,4,1372,343.0,0.0011927598953812494,1.5433114982228036,1.3168869364522162,0.21509333951185772,4,4,3,1595,0.0014786252897139235,12,3,1.0,799,1385,438.0,1.8223234624145785,0.3385401329390289,0.00120883040703896,1.5227943063328175,1.3941923739128275,2.224780774101632e-21,4.7673873730749256e-20,62.203389830508485,87.0030816640986,False,False,多年背景上持续抬升,2026Q2
