category_id,name,domain,status,analysis_scope,admissible_pool,direct_energy,year0_papers,year0_denominator,year0_share,year1_papers,year1_denominator,year1_share,year2_papers,year2_denominator,year2_share,year3_papers,year3_denominator,year3_share,year4_papers,year4_denominator,year4_share,recent_papers,previous_papers,share_growth_ratio,baseline_years_used,baseline_papers,baseline_annual_mean_papers,baseline_mean_share,multiyear_share_ratio,historical_peak_ratio,three_year_log_share_slope,growing_quarters,active_quarters,core_years,core_papers,core_mean_annual_share,core_active_quarters,core_active_years,core_persistence,recent_institutions,core_institutions,baseline_mean_institutions,institution_expansion,citation_cohort_percentile,pooled_baseline_share,pooled_share_ratio,share_ratio_lower95,growth_count_pvalue,growth_count_qvalue,core_score,emerging_score,core_eligible,emerging_eligible,trajectory,end_quarter
C0001,电池与充电设施热管理,电化学储能,宽泛待细分,能源电力直接相关,True,True,38,418193,9.198027560635308e-05,33,337646,9.91062685454454e-05,30,294889,0.00010329738810014089,27,259776,0.00010570783890894135,24,242709,0.00010078820490036366,38,33,0.9280974549473158,2,63,31.5,0.00010120182832279315,0.9088795838052746,0.8701367519733949,-0.05801896635972703,2,0,3,101,9.81279774173131e-05,0,0,0.0,48,130,46.0,1.0425531914893618,0.3894110290882202,0.0001003302207264856,0.9167753737640462,0.6143183732372954,0.6725259972254672,1.0,24.776579352850543,36.92604006163328,False,False,近期份额下降,2026Q2
C0002,功能传感材料与电化学检测,其他基础与关联学科,关联基础研究,关联基础或环境研究,False,False,1575,418193,0.003764024005657384,1134,337646,0.003356300348203218,939,294889,0.0031818982334453237,783,259776,0.0030117124285511106,632,242709,0.0026019812081420415,1575,1134,1.1214800867486248,2,2073,1036.5,0.003269099290824271,1.1513948249361134,1.1214800867486248,0.08400532597199106,4,4,3,3648,0.003434074195768642,12,3,1.0,1948,3012,1339.5,1.453935098843715,0.6354204295387003,0.0032761372075018566,1.1489213568462093,1.076072077789372,1.5194437367233324e-05,0.00013098652902787347,93.7211093990755,71.88751926040061,False,False,平稳或增长证据不足,2026Q2
C0003,电力电子控制与频率调节,电网与电力系统,混杂待重分,质量限制观察,False,False,254,418193,0.0006080254582290094,203,337646,0.000602033601462631,193,294889,0.0006553457245041726,187,259776,0.0007207352652882365,180,242709,0.000742541672837373,254,203,1.0099526949190565,2,396,198.0,0.0006286896629834018,0.9671313114067569,0.8188435484107509,-0.03747308343954314,3,4,3,650,0.0006218015947319377,12,3,1.0,259,665,275.5,0.9403254972875226,0.2822539056949417,0.0006264713782370322,0.970555845568026,0.8291833252173065,0.6468744723518995,1.0,49.98459167950694,44.59553158705701,False,False,历史峰值以下的恢复或波动,2026Q2
C0004,风能开发与风电技术经济,风能与水能海洋能源,宽泛待细分,能源电力直接相关,True,True,1168,418193,0.002791661092104509,839,337646,0.0024835735057881017,770,294889,0.002609529099382248,655,259776,0.0025196904874476744,686,242709,0.0028241266393510063,1168,839,1.1240501179443219,2,1609,804.5,0.002546551302585175,1.0962516597527434,0.9885042169164346,0.03373350440945799,4,4,3,2777,0.002628254565758286,12,3,1.0,1319,2411,988.5,1.3340070742799393,0.3173364254671788,0.0025430155946343084,1.0977758445503973,1.0181193479473294,0.007430992524254507,0.03271220846536168,74.24499229583977,66.0477657935285,True,False,历史峰值以下的恢复或波动,2026Q2
C0005,钙钛矿氧化物电催化,能源材料与电化学基础,方向候选,能源电力直接相关,True,True,705,418193,0.0016855086867605742,634,337646,0.0018771023102114957,561,294889,0.0019016879809255446,510,259776,0.0019623218822914386,426,242709,0.0017545375261226572,705,634,0.8979311770015699,2,1195,597.5,0.0018893951455685202,0.8920890321507646,0.8589358871095987,-0.060337246642728104,0,4,3,1900,0.0018214329926325382,12,3,1.0,954,1736,861.5,1.107246376811594,0.5818798804772546,0.0018888941555671422,0.8923256402656923,0.8130393721876031,0.9918499507131762,1.0,76.15562403697997,30.508474576271183,True,False,近期份额下降,2026Q2
C0006,电网建设与供电服务政策,能源政策与治理,宽泛待细分,能源治理与政策研究,True,False,42,418193,0.00010153666787714302,19,337646,5.7688723481677176e-05,22,294889,7.620299122141541e-05,18,259776,7.1112546175106e-05,15,242709,6.37639663655362e-05,42,19,1.7600782570512696,2,41,20.5,6.694585735154629e-05,1.5166982976101622,1.332449897958967,0.14350963816008466,3,0,3,83,7.84761275267452e-05,0,0,0.0,35,71,19.0,1.8,0.1383898537887059,6.557014425431736e-05,1.5485198184607851,1.0096080060678922,0.022184265580351737,0.08488877135338675,15.570107858243453,86.52927580893682,False,False,多年背景上持续抬升,2026Q2
C0007,层状电池正极与离子导体,电化学储能,混杂待重分,质量限制观察,False,False,673,418193,0.0016090575485942548,672,337646,0.0019895213610988667,590,294889,0.0019999051696109244,606,259776,0.0023313383381190155,577,242709,0.002375721972651429,673,672,0.8087661585626448,2,1262,631.0,0.0019947132653548956,0.8066610758253389,0.6772920262207547,-0.10872556509341269,2,4,3,1935,0.0018661613597680154,12,3,1.0,964,1715,808.5,1.1920938851142682,0.4959243813623796,0.0019947543884596547,0.806644446004586,0.7346239454676748,0.9999968406578812,1.0,72.75038520801233,27.14946070878274,False,False,近期份额下降,2026Q2
C0008,电极涂布与通用成形加工,制造与通用装置,混杂待重分,质量限制观察,False,False,35,418193,8.481298140326065e-05,29,337646,8.727268424151162e-05,27,294889,9.313698927061883e-05,29,259776,0.00011339568173868254,35,242709,0.00014604005199848611,35,29,0.971815891081748,2,56,28.0,9.020483675606523e-05,0.9402265383242652,0.580751514688175,-0.04681139929549083,2,0,3,91,8.840755163846369e-05,0,0,0.0,47,111,34.5,1.352112676056338,0.2057121024522713,8.927019639443207e-05,0.9500705143351805,0.6243842889260025,0.602922484991619,1.0,17.596302003081664,44.57627118644068,False,False,近期份额下降,2026Q2
C0009,二氧化碳电还原催化,碳与环境,方向候选,能源电力直接相关,True,True,3091,418193,0.007385896676286768,2668,337646,0.007894479928761822,2188,294889,0.007412010946136339,1839,259776,0.007070893442654458,1524,242709,0.0062714946273716085,3091,2668,0.9355773582218961,2,4856,2428.0,0.00765324543744908,0.9650672693895177,0.9355773582218961,-0.001764729016076938,0,4,3,7947,0.00756412918372831,12,3,1.0,2356,3357,1695.5,1.389330975537872,0.6295350153464906,0.007673286881231139,0.9625466622853204,0.9201037883295132,0.9510077847086378,1.0,98.28197226502311,41.64869029275809,True,False,近期份额下降,2026Q2
C0010,土壤碳过程与土壤改良,碳与环境,关联基础研究,关联基础或环境研究,True,False,1051,418193,0.0025121366181839033,465,337646,0.0013771333733702937,394,294889,0.0013360924460821503,372,259776,0.0014318607270392965,367,242709,0.001511823073505455,1051,465,1.824178156423504,2,859,429.5,0.001356612909726222,1.8517711280595712,1.66166045631188,0.31569218222849926,4,4,3,1910,0.0017417874792121158,12,3,1.0,1588,2297,710.5,2.2333099086437103,0.3414281986183995,0.0013580129876285727,1.849861997690255,1.6904304942638329,1.8263385422950864e-42,2.7395078134426296e-40,68.25115562403698,94.71494607087827,False,False,多年背景上持续抬升,2026Q2
